time,Vbus(V),Ibus(A),Power(W),Vd+(V),Vd-(V),energy(Wh),temperature(��),,,,,,,
08:52.8,5.0242,0.0132,0.0664,3.037,0.005,,,5.0242,0.0132,0.0664,3.036,0.013,,
08:52.9,5.0242,0.0132,0.0664,0.374,0.009,,,5.0242,0.0132,0.0664,3.057,0.003,,
08:53.0,5.0242,0.0132,0.0665,2.494,0.011,0.0326,27.7,5.0242,0.0132,0.0666,3.079,0.019,,
08:53.1,5.0242,0.0132,0.0665,3.052,0.006,,,5.0242,0.0132,0.0665,3.04,0.005,,
08:53.2,5.0241,0.0132,0.0665,3.047,0.031,,,5.0242,0.0132,0.0665,3.055,0.011,,
08:53.3,5.0242,0.0132,0.0665,3.062,0.016,,,5.0242,0.0132,0.0665,3.047,0.003,,
08:53.4,5.0242,0.0132,0.0664,3.053,2.538,,,5.0242,0.0132,0.0664,3.035,0.006,,
08:53.5,5.0241,0.0132,0.0664,3.042,0.025,,,5.0242,0.0132,0.0664,3.093,0.008,0.0434,27.1
08:53.6,5.0243,0.0132,0.0664,3.056,2.48,,,5.0242,0.0132,0.0664,2.693,0.004,,
08:53.7,5.0241,0.0132,0.0665,3.054,0.012,,,5.0242,0.0132,0.0664,3.036,0.011,,
08:53.8,5.0242,0.0132,0.0664,1.858,0.014,,,5.0242,0.0132,0.0665,3.04,0.012,,
08:53.9,5.0241,0.0132,0.0664,3.047,3.297,,,5.0242,0.0132,0.0664,3.018,0.491,,
08:54.0,5.0242,0.0132,0.0664,3.044,0.011,0.0326,27.1,5.0241,0.0132,0.0664,3.045,0.021,,
08:54.1,5.0242,0.0132,0.0665,3.069,0.008,,,5.0242,0.0132,0.0664,2.451,0.013,,
08:54.2,5.0241,0.0134,0.0671,2.943,0.309,,,5.0242,0.0132,0.0664,2.961,0.149,,
08:54.3,5.0242,0.0133,0.067,3.053,0.046,,,5.0241,0.0132,0.0664,3.07,2.519,,
08:54.4,5.0242,0.0133,0.0668,3.023,0.007,,,5.0242,0.0132,0.0665,3.044,0.039,,
08:54.5,5.0242,0.0133,0.0668,3.048,0.009,,,5.0242,0.0132,0.0664,0.61,2.649,0.0434,27.1
08:54.6,5.0241,0.0132,0.0665,3.045,0.331,,,5.0241,0.0132,0.0664,3.046,0.027,,
08:54.7,5.0242,0.0132,0.0665,3.013,0.006,,,5.0241,0.0132,0.0664,3.044,0.008,,
08:54.8,5.0242,0.0132,0.0664,2.561,0.006,,,5.0242,0.0132,0.0664,3.037,0.023,,
08:54.9,5.0241,0.0132,0.0664,3.051,0.006,,,5.0241,0.0132,0.0664,1.025,0.016,,
08:55.0,5.0241,0.0132,0.0664,3.031,0.005,0.0326,27.7,5.0242,0.0132,0.0664,3.283,0.038,,
08:55.1,5.0242,0.0132,0.0664,3.055,0.008,,,5.0242,0.0132,0.0664,3.048,1.346,,
08:55.2,5.0242,0.0132,0.0664,3.269,0.006,,,5.0242,0.0132,0.0665,3.044,0.025,,
08:55.3,5.0241,0.0132,0.0665,3.036,0.005,,,5.0242,0.0133,0.0667,3.037,0.049,,
08:55.4,5.0241,0.0132,0.0665,3.052,0.016,,,5.0242,0.0133,0.0666,3.077,0.007,,
08:55.5,5.0241,0.0132,0.0664,3.048,0.022,,,5.0242,0.0132,0.0665,3.023,0.038,0.0434,27.4
08:55.6,5.0242,0.0132,0.0664,3.046,2.585,,,5.0242,0.0132,0.0664,3.032,0.006,,
08:55.7,5.0241,0.0132,0.0664,0.043,0.005,,,5.0242,0.0132,0.0664,3.203,0.004,,
08:55.8,5.0241,0.0132,0.0664,3.063,0.002,,,5.0242,0.0132,0.0664,3.021,2.511,,
08:55.9,5.0242,0.0132,0.0666,3.009,0.007,,,5.0242,0.0132,0.0664,2.643,2.503,,
08:56.0,5.0242,0.0132,0.0665,3.047,0.009,0.0327,28.2,5.0241,0.0132,0.0664,3.043,2.388,,
08:56.1,5.0242,0.0132,0.0666,3.087,0.005,,,5.0242,0.0132,0.0664,3.047,0.02,,
08:56.2,5.0242,0.0132,0.0664,3.055,0.009,,,5.0242,0.0132,0.0664,3.035,3.261,,
08:56.3,5.0242,0.0132,0.0665,3.06,0.02,,,5.0241,0.0132,0.0665,3.047,0.004,,
08:56.4,5.0241,0.0132,0.0664,0.611,1.794,,,5.0242,0.0132,0.0664,3.052,0.005,,
08:56.5,5.0242,0.0132,0.0664,3.047,0.007,,,5.0241,0.0132,0.0664,3.019,0.005,0.0434,27.4
08:56.6,5.0242,0.0132,0.0664,3.262,0.017,,,5.0241,0.0132,0.0664,0.791,0.005,,
08:56.7,5.0242,0.0132,0.0664,3.024,0.134,,,5.0242,0.0132,0.0665,3.089,0.007,,
08:56.8,5.0242,0.0132,0.0665,2.461,0.007,,,5.0242,0.0132,0.0665,3.04,0.468,,
08:56.9,5.0242,0.0132,0.0665,3.042,2.596,,,5.0241,0.0132,0.0665,3.048,0.037,,
08:57.0,5.0242,0.0132,0.0664,3.238,1.106,0.0327,27.6,5.0242,0.0133,0.0666,0.69,0.018,,
08:57.1,5.0243,0.0132,0.0664,0.62,0.193,,,5.0242,0.0132,0.0665,3.044,0.005,,
08:57.2,5.0242,0.0132,0.0664,3.055,0.455,,,5.0242,0.0132,0.0664,2.582,0.006,,
08:57.3,5.0242,0.0132,0.0664,2.469,0.006,,,5.0241,0.0132,0.0664,2.5,0.005,,
08:57.4,5.0241,0.0132,0.0664,3.06,0.001,,,5.0241,0.0132,0.0664,3.05,0.005,,
08:57.5,5.0241,0.0132,0.0664,3.059,2.663,,,5.0241,0.0132,0.0664,3.037,2.973,0.0434,27.5
08:57.6,5.0242,0.0132,0.0664,2.564,2.112,,,5.0242,0.0132,0.0664,3.046,0.583,,
08:57.7,5.0242,0.0132,0.0665,3.044,0.005,,,5.0242,0.0132,0.0664,3.051,0.023,,
08:57.8,5.0242,0.0132,0.0664,3.049,0.014,,,5.0241,0.0132,0.0664,3.036,0.015,,
08:57.9,5.0242,0.0132,0.0664,2.081,0.654,,,5.0242,0.0132,0.0666,3.053,0.019,,
08:58.0,5.0243,0.0132,0.0665,3.024,0.031,0.0327,27.9,5.0242,0.0132,0.0665,3.064,0.016,,
08:58.1,5.0242,0.0132,0.0665,3.111,0.007,,,5.0242,0.0132,0.0664,3.023,0.005,,
08:58.2,5.0241,0.0132,0.0665,2.971,0.007,,,5.0242,0.0132,0.0664,0.861,0.003,,
08:58.3,5.0242,0.0132,0.0665,3.036,2.649,,,5.0242,0.0132,0.0664,3.086,0.816,,
08:58.4,5.0242,0.0132,0.0665,3.034,0.076,,,5.0242,0.0132,0.0664,3.048,0.031,,
08:58.5,5.0242,0.0132,0.0664,3.047,0.012,,,5.0241,0.0132,0.0664,3.059,0.017,0.0435,27.1
08:58.6,5.0242,0.0132,0.0664,3.059,0.013,,,5.0242,0.0132,0.0664,3.068,0.015,,
08:58.7,5.0242,0.0132,0.0666,3.03,0.016,,,5.0241,0.0132,0.0664,0.608,2.67,,
08:58.8,5.0242,0.0132,0.0665,3.05,0.014,,,5.0241,0.0132,0.0665,3.079,0.005,,
08:58.9,5.0242,0.0132,0.0665,2.505,0.006,,,5.0242,0.0132,0.0664,3.038,0.004,,
08:59.0,5.0243,0.0132,0.0665,3.034,0.007,0.0327,27.1,5.0241,0.0132,0.0665,2.684,0.004,,
08:59.1,5.0242,0.0132,0.0664,3.063,2.176,,,5.0242,0.0132,0.0664,2.997,0.008,,
08:59.2,5.0242,0.0132,0.0664,3.039,0.008,,,5.0242,0.0132,0.0664,3.049,0.476,,
08:59.3,5.0242,0.0132,0.0665,2.682,0.003,,,5.0242,0.0132,0.0665,3.032,0.01,,
08:59.4,5.0242,0.0132,0.0664,3.058,0.02,,,5.0242,0.0132,0.0665,3.01,2.24,,
08:59.5,5.0242,0.0132,0.0664,3.17,0.018,,,5.0242,0.0132,0.0664,3.03,0.01,0.0435,28.4
08:59.6,5.0242,0.0132,0.0664,2.923,0.008,,,5.0242,0.0132,0.0664,3.046,0.009,,
08:59.7,5.0242,0.0132,0.0664,2.927,0.007,,,5.0242,0.0132,0.0664,3.089,0.004,,
08:59.8,5.0242,0.0132,0.0664,3.055,0.012,,,5.0242,0.0132,0.0664,0.932,0.005,,
08:59.9,5.0241,0.0132,0.0664,3.135,0.003,,,5.0242,0.0132,0.0664,3.042,2.787,,
09:00.0,5.0242,0.0132,0.0664,3.063,0.007,0.0327,27.7,5.0242,0.0132,0.0664,3.055,3.202,,
09:00.1,5.0243,0.0132,0.0664,3.039,0.612,,,5.0242,0.0132,0.0665,3.037,0.002,,
09:00.2,5.0242,0.0132,0.0664,3.029,0.022,,,5.0242,0.0132,0.0664,3.03,0.01,,
09:00.3,5.0243,0.0132,0.0665,3.043,0.023,,,5.0242,0.0132,0.0665,3.271,1.084,,
09:00.4,5.0241,0.0132,0.0664,3.059,0.027,,,5.0242,0.0132,0.0664,3.009,0.007,,
09:00.5,5.0242,0.0132,0.0664,3.057,0.004,,,5.0242,0.0132,0.0664,3.039,0.008,0.0435,27.9
09:00.6,5.0242,0.0132,0.0664,3.048,0.036,,,5.0242,0.0132,0.0664,3.047,2.367,,
09:00.7,5.0241,0.0132,0.0664,0.948,0.003,,,5.0242,0.0132,0.0665,3.046,0.009,,
09:00.8,5.0242,0.0132,0.0664,3.022,0.01,,,5.0242,0.0132,0.0664,0.613,2.734,,
09:00.9,5.0241,0.0132,0.0664,3.016,0.006,,,5.0242,0.0132,0.0664,1.749,0.015,,
09:01.0,5.0241,0.0132,0.0664,0.761,0.009,0.0328,27.3,5.0242,0.0132,0.0664,3.035,0.011,,
09:01.1,5.0243,0.0132,0.0664,3.067,0.015,,,5.0242,0.0132,0.0664,3.038,0.015,,
09:01.2,5.0242,0.0132,0.0664,3.047,0.005,,,5.0243,0.0132,0.0665,0.736,0.006,,
09:01.3,5.0242,0.0132,0.0664,3.068,0.006,,,5.0242,0.0132,0.0665,3.048,0.119,,
09:01.4,5.0242,0.0132,0.0664,3.039,0.005,,,5.0242,0.0132,0.0665,0.695,0.017,,
09:01.5,5.0241,0.0132,0.0665,0.715,0.004,,,5.0241,0.0132,0.0666,3.035,0.008,0.0435,27
09:01.6,5.0242,0.0132,0.0664,3.03,0.017,,,5.0242,0.0132,0.0665,3.038,0.005,,
09:01.7,5.0243,0.0132,0.0664,3.044,0.55,,,5.0242,0.0132,0.0665,3.042,0.012,,
09:01.8,5.0242,0.0132,0.0664,3.052,0.042,,,5.0241,0.0132,0.0664,3.026,0.11,,
09:01.9,5.0242,0.0132,0.0664,3.027,0.01,,,5.0241,0.0132,0.0664,3.072,3.177,,
09:02.0,5.0242,0.0132,0.0664,0.022,0.018,0.0328,27.1,5.0242,0.0132,0.0664,3.081,0.013,,
09:02.1,5.0242,0.0132,0.0664,3.081,0.007,,,5.0242,0.0132,0.0664,2.006,0.011,,
09:02.2,5.0242,0.0132,0.0664,3.036,0.009,,,5.0242,0.0132,0.0665,3.042,0.022,,
09:02.3,5.0243,0.0132,0.0664,0.714,0.025,,,5.0242,0.0132,0.0665,3.026,0.009,,
09:02.4,5.0242,0.0132,0.0665,3.043,0.226,,,5.0241,0.0132,0.0664,3.041,0.011,,
09:02.5,5.0242,0.0132,0.0664,3.037,2.346,,,5.0242,0.0132,0.0664,3.28,0.007,0.0435,27.3
09:02.6,5.0241,0.0132,0.0664,3.035,0.006,,,5.0241,0.0132,0.0665,3.056,0.011,,
09:02.7,5.0242,0.0132,0.0664,3.03,0.01,,,5.0242,0.0132,0.0664,3.042,0.002,,
09:02.8,5.0242,0.0132,0.0664,3.005,0.005,,,5.0242,0.0132,0.0664,3.043,0.012,,
09:02.9,5.0242,0.0132,0.0666,3.072,0.007,,,5.0242,0.0132,0.0664,2.929,0.006,,
09:03.0,5.0241,0.0132,0.0664,1.461,0.013,0.0328,27.6,5.0242,0.0132,0.0664,2.921,0.005,,
09:03.1,5.0242,0.0132,0.0664,3.04,1.879,,,5.0242,0.0132,0.0664,3.043,0.02,,
09:03.2,5.0242,0.0132,0.0665,3.02,0.005,,,5.0241,0.0132,0.0664,3.054,0.01,,
09:03.3,5.0242,0.0132,0.0664,3.048,0.027,,,5.0243,0.0132,0.0665,3.048,0.008,,
09:03.4,5.0242,0.0132,0.0664,3.191,0.007,,,5.0242,0.0132,0.0664,3.048,0.009,,
09:03.5,5.0242,0.0132,0.0665,3.042,0.006,,,5.0242,0.0132,0.0664,3.027,0.004,0.0435,27.2
09:03.6,5.0242,0.0132,0.0664,3.036,0.009,,,5.0242,0.0132,0.0664,3.049,0.035,,
09:03.7,5.0242,0.0133,0.0667,2.928,0.006,,,5.0242,0.0132,0.0664,1.613,0.008,,
09:03.8,5.0241,0.0132,0.0665,3.068,0.015,,,5.0242,0.0132,0.0664,2.681,0.01,,
09:03.9,5.0243,0.0132,0.0665,0.688,0.036,,,5.0241,0.0132,0.0664,0.852,0.018,,
09:04.0,5.0241,0.0132,0.0664,3.045,0.007,0.0328,27.5,5.0242,0.0132,0.0665,3.018,0.005,,
09:04.1,5.0242,0.0132,0.0664,3.06,0.641,,,5.0242,0.0132,0.0664,3.037,0.005,,
09:04.2,5.0241,0.0132,0.0665,0.3,0.013,,,5.0242,0.0132,0.0664,3.173,0.012,,
09:04.3,5.0241,0.0132,0.0664,3.048,0.013,,,5.0242,0.0132,0.0665,3.242,2.436,,
09:04.4,5.0241,0.0132,0.0664,3.056,0.005,,,5.0241,0.0132,0.0664,3.043,0.071,,
09:04.5,5.0242,0.0132,0.0664,3.023,0.005,,,5.0242,0.0132,0.0664,3.056,0.005,0.0436,27.5
09:04.6,5.0242,0.0132,0.0664,3.212,0.004,,,5.0242,0.0132,0.0665,2.994,0.012,,
09:04.7,5.0241,0.0132,0.0664,3.003,0.003,,,5.0242,0.0134,0.0673,0.865,0.011,,
09:04.8,5.0241,0.0132,0.0665,2.977,0.012,,,5.0241,0.0134,0.0673,3.047,2.679,,
09:04.9,5.0242,0.0132,0.0665,3.106,0.014,,,5.0242,0.0134,0.0673,3.041,0.003,,
09:05.0,5.0241,0.0133,0.0666,1.527,0.011,0.0328,27,5.0241,0.0134,0.0671,1.975,0.008,,
09:05.1,5.0242,0.0132,0.0665,3.024,0.487,,,5.0242,0.0133,0.067,0.605,1.816,,
09:05.2,5.0242,0.0132,0.0664,3.041,0.024,,,5.0242,0.0133,0.0669,3.041,0.005,,
09:05.3,5.0242,0.0132,0.0664,3.072,0.007,,,5.0242,0.0133,0.0667,3.001,0.006,,
09:05.4,5.0242,0.0132,0.0664,3.063,0.004,,,5.0242,0.0133,0.0667,3.027,0.006,,
09:05.5,5.0242,0.0132,0.0664,3.075,1.755,,,5.0242,0.0133,0.0666,0.688,0.005,0.0436,27.8
09:05.6,5.0242,0.0132,0.0664,2.593,2.566,,,5.0242,0.0132,0.0665,3.045,0.005,,
09:05.7,5.0242,0.0132,0.0665,3.052,1.184,,,5.0242,0.0132,0.0665,2.528,0.013,,
09:05.8,5.0242,0.0132,0.0664,3.09,0.005,,,5.0242,0.0132,0.0664,3.034,0.037,,
09:05.9,5.0242,0.0132,0.0664,2.575,0.006,,,5.0242,0.0132,0.0664,3.127,0.007,,
09:06.0,5.0242,0.0132,0.0665,3.036,0.026,0.0328,27.5,5.0241,0.0132,0.0665,3.041,0.013,,
09:06.1,5.0242,0.0132,0.0664,3.054,0.634,,,5.0242,0.0132,0.0664,0.915,0.642,,
09:06.2,5.0242,0.0132,0.0664,0.69,0.022,,,5.0241,0.0132,0.0665,3.046,0.004,,
09:06.3,5.0243,0.0132,0.0664,3.037,0.005,,,5.0241,0.0132,0.0664,3.032,2.143,,
09:06.4,5.0243,0.0132,0.0665,3.275,0.022,,,5.0241,0.0132,0.0665,3.082,0.012,,
09:06.5,5.0243,0.0132,0.0664,3.008,0.007,,,5.0241,0.0132,0.0665,3.048,0.007,0.0436,27.9
09:06.6,5.0244,0.0132,0.0665,2.455,0.008,,,5.0242,0.0132,0.0664,3.047,0.015,,
09:06.7,5.0244,0.0132,0.0664,0.624,0.015,,,5.0242,0.0132,0.0664,3.04,0.007,,
09:06.8,5.0244,0.0132,0.0664,3.037,0.006,,,5.0242,0.0132,0.0664,3.078,0.538,,
09:06.9,5.0243,0.0132,0.0664,3.046,0.01,,,5.0242,0.0132,0.0664,1.72,0.18,,
09:07.0,5.0243,0.0132,0.0664,3.05,0.121,0.0329,26.9,5.0242,0.0132,0.0664,3.045,0.003,,
09:07.1,5.0243,0.0132,0.0664,2.867,0.005,,,5.0242,0.0132,0.0665,2.531,0.013,,
09:07.2,5.0243,0.0132,0.0665,3.1,0.018,,,5.0242,0.0132,0.0664,3.036,0.008,,
09:07.3,5.0243,0.0132,0.0664,3,0.017,,,5.0242,0.0132,0.0665,2.687,0.013,,
09:07.4,5.0244,0.0132,0.0664,2.674,0.013,,,5.0242,0.0132,0.0665,3.059,0.009,,
09:07.5,5.0245,0.0132,0.0665,2.741,0.014,,,5.0241,0.0132,0.0664,3.041,0.002,0.0436,27.2
09:07.6,5.0243,0.0132,0.0664,3.038,2.023,,,5.0241,0.0132,0.0664,3.041,0.008,,
09:07.7,5.0241,0.0132,0.0664,3.053,0.068,,,5.0242,0.0132,0.0664,0.688,0.007,,
09:07.8,5.0242,0.0132,0.0664,3.085,0.007,,,5.0241,0.0132,0.0664,3.049,3.19,,
09:07.9,5.0241,0.0132,0.0664,3.056,0.005,,,5.0242,0.0132,0.0664,2.709,0.004,,
09:08.0,5.0242,0.0132,0.0664,2.933,0.023,0.0329,27.3,5.0242,0.0132,0.0664,3.044,0.008,,
09:08.1,5.0241,0.0132,0.0665,3.052,0.024,,,5.0241,0.0132,0.0664,3.035,0.626,,
09:08.2,5.0242,0.0132,0.0664,2.628,0.005,,,5.0242,0.0132,0.0664,3.04,0.009,,
09:08.3,5.0242,0.0132,0.0664,3.066,0.018,,,5.0241,0.0132,0.0664,2.532,0.005,,
09:08.4,5.0242,0.0132,0.0664,3.065,0.012,,,5.0242,0.0132,0.0664,3.059,0.01,,
09:08.5,5.0242,0.0132,0.0664,3.053,0.003,,,5.0242,0.0132,0.0665,2.608,0.013,0.0436,27.2
09:08.6,5.0242,0.0132,0.0664,3.063,0.006,,,5.0241,0.0132,0.0664,3.048,0.007,,
09:08.7,5.0242,0.0132,0.0664,3.029,0.018,,,5.0242,0.0132,0.0664,2.996,0.012,,
09:08.8,5.0242,0.0132,0.0664,3.042,0.005,,,5.0241,0.0133,0.0666,3.034,0.019,,
09:08.9,5.0243,0.0132,0.0664,3.041,0.009,,,5.0242,0.0132,0.0664,3.05,0.034,,
09:09.0,5.0241,0.0132,0.0664,3.048,0.013,0.0329,27,5.0242,0.0132,0.0664,3.04,0.017,,
09:09.1,5.0241,0.0132,0.0664,3.063,0.656,,,5.0241,0.0132,0.0664,3.234,0.027,,
09:09.2,5.0242,0.0132,0.0664,3.049,0.014,,,5.0242,0.0132,0.0664,3.071,3.287,,
09:09.3,5.0241,0.0132,0.0664,2.042,0.006,,,5.0242,0.0132,0.0664,3.072,0.024,,
09:09.4,5.0242,0.0132,0.0664,3.054,0.006,,,5.0242,0.0132,0.0664,3.039,0.009,,
09:09.5,5.0241,0.0132,0.0664,3.027,0.006,,,5.0241,0.0132,0.0664,2.93,0.004,0.0437,27.6
09:09.6,5.0242,0.0132,0.0664,3.055,0.006,,,5.0241,0.0132,0.0664,3.053,0.012,,
09:09.7,5.0242,0.0132,0.0665,3.043,0.013,,,5.0241,0.0132,0.0664,3.047,0.626,,
09:09.8,5.0242,0.0132,0.0664,3.048,0.03,,,5.0242,0.0132,0.0665,3.043,0.018,,
09:09.9,5.0241,0.0132,0.0665,3.073,3.041,,,5.0242,0.0132,0.0664,3.042,2.432,,
09:10.0,5.0242,0.0132,0.0664,3.068,0.012,0.0329,27.9,5.0241,0.0132,0.0665,0.051,0.01,,
09:10.1,5.0242,0.0132,0.0665,3.036,0.004,,,5.0242,0.0132,0.0665,2.935,0.022,,
09:10.2,5.0242,0.0132,0.0665,3.028,0.003,,,5.0242,0.0132,0.0665,3.021,0.012,,
09:10.3,5.0243,0.0132,0.0664,3.009,0.008,,,5.0242,0.0132,0.0664,2.575,0.005,,
09:10.4,5.0242,0.0132,0.0664,2.74,0.004,,,5.0241,0.0132,0.0664,3.04,0.012,,
09:10.5,5.0242,0.0132,0.0665,3.039,0.005,,,5.0242,0.0132,0.0664,3.083,0.009,0.0437,27.6
09:10.6,5.0242,0.0132,0.0664,3.051,0.009,,,5.0242,0.0132,0.0664,3.037,0.007,,
09:10.7,5.0243,0.0132,0.0665,3.076,0.154,,,5.0241,0.0132,0.0664,3.038,0.009,,
09:10.8,5.0242,0.0132,0.0665,3.165,0.021,,,5.0242,0.0132,0.0665,3.054,0.007,,
09:10.9,5.0242,0.0132,0.0664,3.283,0.006,,,5.0242,0.0132,0.0664,2.441,1.483,,
09:11.0,5.0243,0.0132,0.0665,3.03,0.007,0.0329,26.5,5.0241,0.0132,0.0664,3.054,0.009,,
09:11.1,5.0242,0.0132,0.0664,3.038,0.006,,,5.0242,0.0132,0.0664,3.068,0.01,,
09:11.2,5.0242,0.0132,0.0664,3.117,0.007,,,5.0242,0.0132,0.0664,3.041,0.007,,
09:11.3,5.0242,0.0132,0.0664,3.046,0.01,,,5.0242,0.0132,0.0665,3.133,0.076,,
09:11.4,5.0242,0.0132,0.0664,0.618,2.565,,,5.0241,0.0132,0.0664,3.223,0.01,,
09:11.5,5.0243,0.0132,0.0664,0.696,0.035,,,5.0241,0.0132,0.0664,3.051,0.006,0.0437,27.8
09:11.6,5.0242,0.0132,0.0664,0.696,0.009,,,5.0242,0.0132,0.0664,3.035,0.007,,
09:11.7,5.0242,0.0132,0.0664,2.581,0.005,,,5.0242,0.0132,0.0664,3.044,0.01,,
09:11.8,5.0242,0.0132,0.0664,3.02,0.005,,,5.0241,0.0132,0.0664,3.051,0.034,,
09:11.9,5.0242,0.0132,0.0665,3.025,0.004,,,5.0241,0.0132,0.0664,3.058,0.009,,
09:12.0,5.0242,0.0132,0.0664,2.993,0.008,0.033,28.2,5.0241,0.0132,0.0664,3.056,0.036,,
09:12.1,5.0242,0.0132,0.0664,3.043,2.63,,,5.0242,0.0132,0.0664,3.038,0.008,,
09:12.2,5.0242,0.0132,0.0664,3.248,1.867,,,5.0241,0.0132,0.0664,3.048,0.009,,
09:12.3,5.0242,0.0132,0.0664,3.022,0.032,,,5.0242,0.0132,0.0664,2.565,0.022,,
09:12.4,5.0241,0.0132,0.0664,3.054,0.015,,,5.0241,0.0132,0.0664,3.038,0.006,,
09:12.5,5.0242,0.0132,0.0664,2.269,0.007,,,5.0242,0.0132,0.0664,3.019,0.402,0.0437,26.6
09:12.6,5.0241,0.0132,0.0664,3.03,0.021,,,5.0241,0.0132,0.0665,3.025,0.007,,
09:12.7,5.0242,0.0132,0.0664,3.006,0.004,,,5.0242,0.0132,0.0665,3.228,0.011,,
09:12.8,5.0242,0.0132,0.0664,3.032,0.01,,,5.0241,0.0132,0.0664,2.483,0.009,,
09:12.9,5.0243,0.0132,0.0664,3.048,0.155,,,5.0242,0.0132,0.0665,3.013,0.007,,
09:13.0,5.0244,0.0132,0.0664,3.045,0.014,0.033,26.6,5.0241,0.0133,0.0666,3.049,0.007,,
09:13.1,5.0245,0.0132,0.0665,3.013,0.044,,,5.0242,0.0133,0.0667,3.037,0.634,,
09:13.2,5.0244,0.0132,0.0664,3.047,0.009,,,5.0242,0.0132,0.0666,2.587,0.015,,
09:13.3,5.0246,0.0132,0.0664,3.056,0.005,,,5.0241,0.0132,0.0665,3.053,0.042,,
09:13.4,5.0246,0.0132,0.0665,3.055,0.008,,,5.0241,0.0132,0.0665,3.059,0.013,,
09:13.5,5.0246,0.0132,0.0665,3.045,0.003,,,5.0242,0.0132,0.0665,3.045,0.006,0.0437,27.9
09:13.6,5.0246,0.0132,0.0664,2.712,0.01,,,5.0242,0.0132,0.0664,3.021,0.007,,
09:13.7,5.0247,0.0132,0.0665,3.054,2.56,,,5.0241,0.0132,0.0664,3.021,0.012,,
09:13.8,5.0247,0.0132,0.0664,3.001,1.537,,,5.0242,0.0132,0.0664,3.055,0.006,,
09:13.9,5.0247,0.0132,0.0664,3.048,0.012,,,5.0242,0.0132,0.0665,3.035,0.007,,
09:14.0,5.0247,0.0132,0.0664,3.053,2.937,0.033,26.8,5.0242,0.0132,0.0665,2.555,0.029,,
09:14.1,5.0244,0.0132,0.0664,3.067,0.004,,,5.0242,0.0132,0.0665,3.034,0.006,,
09:14.2,5.0244,0.0132,0.0664,3.041,3.307,,,5.0242,0.0133,0.0666,3.043,0.011,,
09:14.3,5.0241,0.0132,0.0664,3.042,0.003,,,5.0242,0.0132,0.0664,3.049,0.004,,
09:14.4,5.0242,0.0132,0.0664,3.036,0.014,,,5.0242,0.0132,0.0664,3.053,0.005,,
09:14.5,5.0242,0.0132,0.0664,3.046,1.06,,,5.0242,0.0132,0.0664,0.693,0.028,0.0437,27
09:14.6,5.0242,0.0132,0.0664,3.053,0.008,,,5.0242,0.0132,0.0664,2.411,0.011,,
09:14.7,5.0242,0.0132,0.0665,3.027,0.076,,,5.0242,0.0132,0.0664,3.037,0.007,,
09:14.8,5.0241,0.0132,0.0665,3.034,0.006,,,5.0242,0.0132,0.0664,3.059,0.023,,
09:14.9,5.0242,0.0132,0.0664,3.071,0.003,,,5.0241,0.0132,0.0665,3.057,0.005,,
09:15.0,5.0241,0.0132,0.0664,3.041,0.012,0.033,27.5,5.024,0.0132,0.0664,2.433,0.007,,
09:15.1,5.0242,0.0132,0.0664,3.256,0.036,,,5.0242,0.0132,0.0665,3.038,0.176,,
09:15.2,5.0241,0.0132,0.0664,3.051,0.009,,,5.0242,0.0132,0.0665,3.04,0.006,,
09:15.3,5.0242,0.0132,0.0665,3.046,0.882,,,5.0241,0.0132,0.0664,3.046,0.012,,
09:15.4,5.0242,0.0132,0.0664,3.035,0.009,,,5.0242,0.0132,0.0664,2.988,0.007,,
09:15.5,5.0242,0.0133,0.0666,3.177,0.014,,,5.0242,0.0132,0.0665,3.063,0.007,0.0438,27.5
09:15.6,5.0242,0.0132,0.0665,3.046,0.006,,,5.0242,0.0132,0.0664,3.031,0.017,,
09:15.7,5.0243,0.0133,0.0666,2.878,0.007,,,5.0241,0.0132,0.0664,3.056,0.006,,
09:15.8,5.0243,0.0132,0.0664,3.043,0.004,,,5.0242,0.0132,0.0665,3.026,0.007,,
09:15.9,5.0242,0.0132,0.0664,3.025,0.007,,,5.0241,0.0132,0.0665,3.039,2.652,,
09:16.0,5.0242,0.0132,0.0664,2.646,0.031,0.033,27.7,5.0242,0.0132,0.0665,3.036,0.022,,
09:16.1,5.0242,0.0132,0.0665,3.204,2.549,,,5.0242,0.0133,0.0666,3.045,0.007,,
09:16.2,5.0242,0.0132,0.0664,3.057,2.571,,,5.0241,0.0133,0.0666,0.663,0.066,,
09:16.3,5.0242,0.0132,0.0664,3.04,0.015,,,5.0241,0.0133,0.0666,2.444,0.561,,
09:16.4,5.0242,0.0132,0.0664,3.018,0.023,,,5.0242,0.0132,0.0665,3.036,0.015,,
09:16.5,5.0243,0.0132,0.0664,3.056,0.009,,,5.0241,0.0132,0.0664,3.03,0.006,0.0438,27
09:16.6,5.0243,0.0132,0.0664,2.461,0.004,,,5.0241,0.0132,0.0664,3.028,0.008,,
09:16.7,5.0242,0.0132,0.0664,3.018,0.018,,,5.0241,0.0132,0.0665,3.038,0.007,,
09:16.8,5.0242,0.0132,0.0664,3.031,0.006,,,5.0242,0.0132,0.0664,3.039,0.003,,
09:16.9,5.0242,0.0132,0.0664,2.69,0.293,,,5.0242,0.0132,0.0665,3.056,0.017,,
09:17.0,5.0242,0.0132,0.0664,3.061,0.006,0.0331,27.8,5.0241,0.0132,0.0665,2.648,0.071,,
